timestamp,device_id,department_id,kwh,source_type
2025-09-21 12:10:56,DEV_01,manufacturing,4.01,sensor
2025-09-21 12:10:56,DEV_02,manufacturing,4.004,sensor
2025-09-21 12:10:56,DEV_03,rnd,2.225,sensor
2025-09-21 12:10:56,DEV_04,admin,1.631,sensor
2025-09-21 12:40:56,DEV_01,manufacturing,3.935,sensor
2025-09-21 12:40:56,DEV_02,manufacturing,4.273,sensor
2025-09-21 12:40:56,DEV_03,rnd,2.287,sensor
2025-09-21 12:40:56,DEV_04,admin,1.45,sensor
2025-09-21 13:10:56,DEV_01,manufacturing,3.783,sensor
2025-09-21 13:10:56,DEV_02,manufacturing,4.293,sensor
2025-09-21 13:10:56,DEV_03,rnd,2.457,sensor
2025-09-21 13:10:56,DEV_04,admin,1.635,sensor
2025-09-21 13:40:56,DEV_01,manufacturing,4.209,sensor
2025-09-21 13:40:56,DEV_02,manufacturing,4.552,sensor
2025-09-21 13:40:56,DEV_03,rnd,2.478,sensor
2025-09-21 13:40:56,DEV_04,admin,1.618,sensor
2025-09-21 14:10:56,DEV_01,manufacturing,3.861,sensor
2025-09-21 14:10:56,DEV_02,manufacturing,4.609,sensor
2025-09-21 14:10:56,DEV_03,rnd,2.229,sensor
2025-09-21 14:10:56,DEV_04,admin,1.468,sensor
2025-09-21 14:40:56,DEV_01,manufacturing,4.056,sensor
2025-09-21 14:40:56,DEV_02,manufacturing,4.348,sensor
2025-09-21 14:40:56,DEV_03,rnd,2.259,sensor
2025-09-21 14:40:56,DEV_04,admin,1.623,sensor
2025-09-21 15:10:56,DEV_01,manufacturing,4.618,sensor
2025-09-21 15:10:56,DEV_02,manufacturing,4.123,sensor
2025-09-21 15:10:56,DEV_03,rnd,2.346,sensor
2025-09-21 15:10:56,DEV_04,admin,4.557,sensor
2025-09-21 15:40:56,DEV_01,manufacturing,3.828,sensor
2025-09-21 15:40:56,DEV_02,manufacturing,4.347,sensor
2025-09-21 15:40:56,DEV_03,rnd,2.238,sensor
2025-09-21 15:40:56,DEV_04,admin,1.721,sensor
2025-09-21 16:10:56,DEV_01,manufacturing,3.837,sensor
2025-09-21 16:10:56,DEV_02,manufacturing,4.069,sensor
2025-09-21 16:10:56,DEV_03,rnd,2.482,sensor
2025-09-21 16:10:56,DEV_04,admin,1.647,sensor
2025-09-21 16:40:56,DEV_01,manufacturing,4.023,sensor
2025-09-21 16:40:56,DEV_02,manufacturing,4.023,sensor
2025-09-21 16:40:56,DEV_03,rnd,2.467,sensor
2025-09-21 16:40:56,DEV_04,admin,1.729,sensor
2025-09-21 17:10:56,DEV_01,manufacturing,3.806,sensor
2025-09-21 17:10:56,DEV_02,manufacturing,4.207,sensor
2025-09-21 17:10:56,DEV_03,rnd,2.5,sensor
2025-09-21 17:10:56,DEV_04,admin,1.604,sensor
2025-09-21 17:40:56,DEV_01,manufacturing,4.285,sensor
2025-09-21 17:40:56,DEV_02,manufacturing,4.212,sensor
2025-09-21 17:40:56,DEV_03,rnd,2.299,sensor
2025-09-21 17:40:56,DEV_04,admin,1.428,sensor
2025-09-21 18:10:56,DEV_01,manufacturing,4.303,sensor
2025-09-21 18:10:56,DEV_02,manufacturing,4.316,sensor
2025-09-21 18:10:56,DEV_03,rnd,2.089,sensor
2025-09-21 18:10:56,DEV_04,admin,1.73,sensor
2025-09-21 18:40:56,DEV_01,manufacturing,4.104,sensor
2025-09-21 18:40:56,DEV_02,manufacturing,3.835,sensor
2025-09-21 18:40:56,DEV_03,rnd,2.369,sensor
2025-09-21 18:40:56,DEV_04,admin,1.568,sensor
2025-09-21 19:10:56,DEV_01,manufacturing,2.557,sensor
2025-09-21 19:10:56,DEV_02,manufacturing,2.279,sensor
2025-09-21 19:10:56,DEV_03,rnd,1.44,sensor
2025-09-21 19:10:56,DEV_04,admin,0.993,sensor
2025-09-21 19:40:56,DEV_01,manufacturing,2.64,sensor
2025-09-21 19:40:56,DEV_02,manufacturing,2.486,sensor
2025-09-21 19:40:56,DEV_03,rnd,1.462,sensor
2025-09-21 19:40:56,DEV_04,admin,1.013,sensor
2025-09-21 20:10:56,DEV_01,manufacturing,2.467,sensor
2025-09-21 20:10:56,DEV_02,manufacturing,2.374,sensor
2025-09-21 20:10:56,DEV_03,rnd,1.4,sensor
2025-09-21 20:10:56,DEV_04,admin,0.946,sensor
2025-09-21 20:40:56,DEV_01,manufacturing,2.479,sensor
2025-09-21 20:40:56,DEV_02,manufacturing,2.292,sensor
2025-09-21 20:40:56,DEV_03,rnd,1.496,sensor
2025-09-21 20:40:56,DEV_04,admin,0.87,sensor
2025-09-21 21:10:56,DEV_01,manufacturing,2.5,sensor
2025-09-21 21:10:56,DEV_02,manufacturing,2.531,sensor
2025-09-21 21:10:56,DEV_03,rnd,1.436,sensor
2025-09-21 21:10:56,DEV_04,admin,0.949,sensor
2025-09-21 21:40:56,DEV_01,manufacturing,2.411,sensor
2025-09-21 21:40:56,DEV_02,manufacturing,2.388,sensor
2025-09-21 21:40:56,DEV_03,rnd,1.477,sensor
2025-09-21 21:40:56,DEV_04,admin,0.931,sensor
2025-09-21 22:10:56,DEV_01,manufacturing,2.72,sensor
2025-09-21 22:10:56,DEV_02,manufacturing,2.608,sensor
2025-09-21 22:10:56,DEV_03,rnd,1.492,sensor
2025-09-21 22:10:56,DEV_04,admin,0.884,sensor
2025-09-21 22:40:56,DEV_01,manufacturing,2.284,sensor
2025-09-21 22:40:56,DEV_02,manufacturing,2.669,sensor
2025-09-21 22:40:56,DEV_03,rnd,1.45,sensor
2025-09-21 22:40:56,DEV_04,admin,0.995,sensor
2025-09-21 23:10:56,DEV_01,manufacturing,2.561,sensor
2025-09-21 23:10:56,DEV_02,manufacturing,2.617,sensor
2025-09-21 23:10:56,DEV_03,rnd,1.274,sensor
2025-09-21 23:10:56,DEV_04,admin,0.983,sensor
2025-09-21 23:40:56,DEV_01,manufacturing,2.473,sensor
2025-09-21 23:40:56,DEV_02,manufacturing,2.72,sensor
2025-09-21 23:40:56,DEV_03,rnd,1.415,sensor
2025-09-21 23:40:56,DEV_04,admin,0.945,sensor
2025-09-22 00:10:56,DEV_01,manufacturing,3.638,sensor
2025-09-22 00:10:56,DEV_02,manufacturing,3.376,sensor
2025-09-22 00:10:56,DEV_03,rnd,1.956,sensor
2025-09-22 00:10:56,DEV_04,admin,1.322,sensor
2025-09-22 00:40:56,DEV_01,manufacturing,3.937,sensor
2025-09-22 00:40:56,DEV_02,manufacturing,3.636,sensor
2025-09-22 00:40:56,DEV_03,rnd,2.105,sensor
2025-09-22 00:40:56,DEV_04,admin,1.306,sensor
2025-09-22 01:10:56,DEV_01,manufacturing,3.822,sensor
2025-09-22 01:10:56,DEV_02,manufacturing,3.261,sensor
2025-09-22 01:10:56,DEV_03,rnd,2.115,sensor
2025-09-22 01:10:56,DEV_04,admin,1.447,sensor
2025-09-22 01:40:56,DEV_01,manufacturing,3.48,sensor
2025-09-22 01:40:56,DEV_02,manufacturing,3.264,sensor
2025-09-22 01:40:56,DEV_03,rnd,1.955,sensor
2025-09-22 01:40:56,DEV_04,admin,1.34,sensor
2025-09-22 02:10:56,DEV_01,manufacturing,3.838,sensor
2025-09-22 02:10:56,DEV_02,manufacturing,3.425,sensor
2025-09-22 02:10:56,DEV_03,rnd,1.966,sensor
2025-09-22 02:10:56,DEV_04,admin,1.31,sensor
2025-09-22 02:40:56,DEV_01,manufacturing,3.43,sensor
2025-09-22 02:40:56,DEV_02,manufacturing,3.884,sensor
2025-09-22 02:40:56,DEV_03,rnd,2.059,sensor
2025-09-22 02:40:56,DEV_04,admin,1.32,sensor
2025-09-22 03:10:56,DEV_01,manufacturing,3.909,sensor
2025-09-22 03:10:56,DEV_02,manufacturing,3.777,sensor
2025-09-22 03:10:56,DEV_03,rnd,2.039,sensor
2025-09-22 03:10:56,DEV_04,admin,1.412,sensor
2025-09-22 03:40:56,DEV_01,manufacturing,3.666,sensor
2025-09-22 03:40:56,DEV_02,manufacturing,3.796,sensor
2025-09-22 03:40:56,DEV_03,rnd,2.117,sensor
2025-09-22 03:40:56,DEV_04,admin,1.353,sensor
2025-09-22 04:10:56,DEV_01,manufacturing,3.525,sensor
2025-09-22 04:10:56,DEV_02,manufacturing,3.657,sensor
2025-09-22 04:10:56,DEV_03,rnd,1.806,sensor
2025-09-22 04:10:56,DEV_04,admin,1.305,sensor
2025-09-22 04:40:56,DEV_01,manufacturing,3.693,sensor
2025-09-22 04:40:56,DEV_02,manufacturing,3.288,sensor
2025-09-22 04:40:56,DEV_03,rnd,1.847,sensor
2025-09-22 04:40:56,DEV_04,admin,1.364,sensor
2025-09-22 05:10:56,DEV_01,manufacturing,3.804,sensor
2025-09-22 05:10:56,DEV_02,manufacturing,3.486,sensor
2025-09-22 05:10:56,DEV_03,rnd,2.03,sensor
2025-09-22 05:10:56,DEV_04,admin,1.415,sensor
2025-09-22 05:40:56,DEV_01,manufacturing,3.605,sensor
2025-09-22 05:40:56,DEV_02,manufacturing,3.33,sensor
2025-09-22 05:40:56,DEV_03,rnd,1.881,sensor
2025-09-22 05:40:56,DEV_04,admin,1.271,sensor
2025-09-22 06:10:56,DEV_01,manufacturing,3.609,sensor
2025-09-22 06:10:56,DEV_02,manufacturing,3.721,sensor
2025-09-22 06:10:56,DEV_03,rnd,2.074,sensor
2025-09-22 06:10:56,DEV_04,admin,1.458,sensor
2025-09-22 06:40:56,DEV_01,manufacturing,3.367,sensor
2025-09-22 06:40:56,DEV_02,manufacturing,3.283,sensor
2025-09-22 06:40:56,DEV_03,rnd,2.127,sensor
2025-09-22 06:40:56,DEV_04,admin,1.39,sensor
2025-09-22 07:10:56,DEV_01,manufacturing,3.327,sensor
2025-09-22 07:10:56,DEV_02,manufacturing,3.538,sensor
2025-09-22 07:10:56,DEV_03,rnd,1.907,sensor
2025-09-22 07:10:56,DEV_04,admin,1.473,sensor
2025-09-22 07:40:56,DEV_01,manufacturing,3.583,sensor
2025-09-22 07:40:56,DEV_02,manufacturing,3.624,sensor
2025-09-22 07:40:56,DEV_03,rnd,1.81,sensor
2025-09-22 07:40:56,DEV_04,admin,1.445,sensor
2025-09-22 08:10:56,DEV_01,manufacturing,5.521,sensor
2025-09-22 08:10:56,DEV_02,manufacturing,5.665,sensor
2025-09-22 08:10:56,DEV_03,rnd,2.962,sensor
2025-09-22 08:10:56,DEV_04,admin,2.235,sensor
2025-09-22 08:40:56,DEV_01,manufacturing,6.058,sensor
2025-09-22 08:40:56,DEV_02,manufacturing,6.491,sensor
2025-09-22 08:40:56,DEV_03,rnd,3.496,sensor
2025-09-22 08:40:56,DEV_04,admin,2.094,sensor
2025-09-22 09:10:56,DEV_01,manufacturing,6.123,sensor
2025-09-22 09:10:56,DEV_02,manufacturing,6.419,sensor
2025-09-22 09:10:56,DEV_03,rnd,2.973,sensor
2025-09-22 09:10:56,DEV_04,admin,2.102,sensor
2025-09-22 09:40:56,DEV_01,manufacturing,5.821,sensor
2025-09-22 09:40:56,DEV_02,manufacturing,5.482,sensor
2025-09-22 09:40:56,DEV_03,rnd,3.436,sensor
2025-09-22 09:40:56,DEV_04,admin,2.261,sensor
2025-09-22 10:10:56,DEV_01,manufacturing,5.774,sensor
2025-09-22 10:10:56,DEV_02,manufacturing,5.96,sensor
2025-09-22 10:10:56,DEV_03,rnd,3.068,sensor
2025-09-22 10:10:56,DEV_04,admin,2.371,sensor
2025-09-22 10:40:56,DEV_01,manufacturing,5.884,sensor
2025-09-22 10:40:56,DEV_02,manufacturing,5.841,sensor
2025-09-22 10:40:56,DEV_03,rnd,3.356,sensor
2025-09-22 10:40:56,DEV_04,admin,2.26,sensor
2025-09-22 11:10:56,DEV_01,manufacturing,6.402,sensor
2025-09-22 11:10:56,DEV_02,manufacturing,5.895,sensor
2025-09-22 11:10:56,DEV_03,rnd,3.38,sensor
2025-09-22 11:10:56,DEV_04,admin,2.303,sensor
2025-09-22 11:40:56,DEV_01,manufacturing,5.48,sensor
2025-09-22 11:40:56,DEV_02,manufacturing,5.603,sensor
2025-09-22 11:40:56,DEV_03,rnd,3.158,sensor
2025-09-22 11:40:56,DEV_04,admin,2.208,sensor
2025-09-22 12:10:56,DEV_01,manufacturing,5.565,sensor
2025-09-22 12:10:56,DEV_02,manufacturing,6.245,sensor
2025-09-22 12:10:56,DEV_03,rnd,3.117,sensor
2025-09-22 12:10:56,DEV_04,admin,2.167,sensor
2025-09-22 12:40:56,DEV_01,manufacturing,6.166,sensor
2025-09-22 12:40:56,DEV_02,manufacturing,6.314,sensor
2025-09-22 12:40:56,DEV_03,rnd,3.202,sensor
2025-09-22 12:40:56,DEV_04,admin,2.403,sensor
2025-09-22 13:10:56,DEV_01,manufacturing,6.123,sensor
2025-09-22 13:10:56,DEV_02,manufacturing,6.324,sensor
2025-09-22 13:10:56,DEV_03,rnd,3.495,sensor
2025-09-22 13:10:56,DEV_04,admin,2.474,sensor
2025-09-22 13:40:56,DEV_01,manufacturing,6.437,sensor
2025-09-22 13:40:56,DEV_02,manufacturing,6.236,sensor
2025-09-22 13:40:56,DEV_03,rnd,2.928,sensor
2025-09-22 13:40:56,DEV_04,admin,2.247,sensor
2025-09-22 14:10:56,DEV_01,manufacturing,6.158,sensor
2025-09-22 14:10:56,DEV_02,manufacturing,6.089,sensor
2025-09-22 14:10:56,DEV_03,rnd,3.092,sensor
2025-09-22 14:10:56,DEV_04,admin,2.446,sensor
2025-09-22 14:40:56,DEV_01,manufacturing,5.526,sensor
2025-09-22 14:40:56,DEV_02,manufacturing,6.383,sensor
2025-09-22 14:40:56,DEV_03,rnd,3.241,sensor
2025-09-22 14:40:56,DEV_04,admin,2.133,sensor
2025-09-22 15:10:56,DEV_01,manufacturing,6.048,sensor
2025-09-22 15:10:56,DEV_02,manufacturing,6.471,sensor
2025-09-22 15:10:56,DEV_03,rnd,3.127,sensor
2025-09-22 15:10:56,DEV_04,admin,2.12,sensor
2025-09-22 15:40:56,DEV_01,manufacturing,5.472,sensor
2025-09-22 15:40:56,DEV_02,manufacturing,5.99,sensor
2025-09-22 15:40:56,DEV_03,rnd,3.156,sensor
2025-09-22 15:40:56,DEV_04,admin,2.118,sensor
2025-09-22 16:10:56,DEV_01,manufacturing,6.072,sensor
2025-09-22 16:10:56,DEV_02,manufacturing,5.447,sensor
2025-09-22 16:10:56,DEV_03,rnd,3.27,sensor
2025-09-22 16:10:56,DEV_04,admin,2.411,sensor
2025-09-22 16:40:56,DEV_01,manufacturing,6.336,sensor
2025-09-22 16:40:56,DEV_02,manufacturing,5.619,sensor
2025-09-22 16:40:56,DEV_03,rnd,3.211,sensor
2025-09-22 16:40:56,DEV_04,admin,2.14,sensor
2025-09-22 17:10:56,DEV_01,manufacturing,5.805,sensor
2025-09-22 17:10:56,DEV_02,manufacturing,5.951,sensor
2025-09-22 17:10:56,DEV_03,rnd,3.285,sensor
2025-09-22 17:10:56,DEV_04,admin,2.473,sensor
2025-09-22 17:40:56,DEV_01,manufacturing,6.539,sensor
2025-09-22 17:40:56,DEV_02,manufacturing,5.484,sensor
2025-09-22 17:40:56,DEV_03,rnd,2.969,sensor
2025-09-22 17:40:56,DEV_04,admin,2.059,sensor
2025-09-22 18:10:56,DEV_01,manufacturing,6.538,sensor
2025-09-22 18:10:56,DEV_02,manufacturing,6.24,sensor
2025-09-22 18:10:56,DEV_03,rnd,3.143,sensor
2025-09-22 18:10:56,DEV_04,admin,2.427,sensor
2025-09-22 18:40:56,DEV_01,manufacturing,6.086,sensor
2025-09-22 18:40:56,DEV_02,manufacturing,5.521,sensor
2025-09-22 18:40:56,DEV_03,rnd,3.334,sensor
2025-09-22 18:40:56,DEV_04,admin,2.254,sensor
2025-09-22 19:10:56,DEV_01,manufacturing,3.822,sensor
2025-09-22 19:10:56,DEV_02,manufacturing,3.709,sensor
2025-09-22 19:10:56,DEV_03,rnd,1.976,sensor
2025-09-22 19:10:56,DEV_04,admin,1.296,sensor
2025-09-22 19:40:56,DEV_01,manufacturing,3.946,sensor
2025-09-22 19:40:56,DEV_02,manufacturing,3.745,sensor
2025-09-22 19:40:56,DEV_03,rnd,1.961,sensor
2025-09-22 19:40:56,DEV_04,admin,1.289,sensor
2025-09-22 20:10:56,DEV_01,manufacturing,3.374,sensor
2025-09-22 20:10:56,DEV_02,manufacturing,3.807,sensor
2025-09-22 20:10:56,DEV_03,rnd,2.017,sensor
2025-09-22 20:10:56,DEV_04,admin,1.388,sensor
2025-09-22 20:40:56,DEV_01,manufacturing,3.342,sensor
2025-09-22 20:40:56,DEV_02,manufacturing,3.793,sensor
2025-09-22 20:40:56,DEV_03,rnd,1.876,sensor
2025-09-22 20:40:56,DEV_04,admin,1.399,sensor
2025-09-22 21:10:56,DEV_01,manufacturing,3.41,sensor
2025-09-22 21:10:56,DEV_02,manufacturing,3.421,sensor
2025-09-22 21:10:56,DEV_03,rnd,2.1,sensor
2025-09-22 21:10:56,DEV_04,admin,1.232,sensor
2025-09-22 21:40:56,DEV_01,manufacturing,3.666,sensor
2025-09-22 21:40:56,DEV_02,manufacturing,3.82,sensor
2025-09-22 21:40:56,DEV_03,rnd,1.915,sensor
2025-09-22 21:40:56,DEV_04,admin,1.258,sensor
2025-09-22 22:10:56,DEV_01,manufacturing,3.297,sensor
2025-09-22 22:10:56,DEV_02,manufacturing,3.96,sensor
2025-09-22 22:10:56,DEV_03,rnd,2.105,sensor
2025-09-22 22:10:56,DEV_04,admin,1.481,sensor
2025-09-22 22:40:56,DEV_01,manufacturing,3.501,sensor
2025-09-22 22:40:56,DEV_02,manufacturing,3.589,sensor
2025-09-22 22:40:56,DEV_03,rnd,2.023,sensor
2025-09-22 22:40:56,DEV_04,admin,1.26,sensor
2025-09-22 23:10:56,DEV_01,manufacturing,3.819,sensor
2025-09-22 23:10:56,DEV_02,manufacturing,3.754,sensor
2025-09-22 23:10:56,DEV_03,rnd,1.767,sensor
2025-09-22 23:10:56,DEV_04,admin,1.479,sensor
2025-09-22 23:40:56,DEV_01,manufacturing,3.69,sensor
2025-09-22 23:40:56,DEV_02,manufacturing,3.65,sensor
2025-09-22 23:40:56,DEV_03,rnd,2.014,sensor
2025-09-22 23:40:56,DEV_04,admin,1.218,sensor
2025-09-23 00:10:56,DEV_01,manufacturing,3.781,sensor
2025-09-23 00:10:56,DEV_02,manufacturing,3.589,sensor
2025-09-23 00:10:56,DEV_03,rnd,1.904,sensor
2025-09-23 00:10:56,DEV_04,admin,1.272,sensor
2025-09-23 00:40:56,DEV_01,manufacturing,3.442,sensor
2025-09-23 00:40:56,DEV_02,manufacturing,3.845,sensor
2025-09-23 00:40:56,DEV_03,rnd,1.922,sensor
2025-09-23 00:40:56,DEV_04,admin,1.33,sensor
2025-09-23 01:10:56,DEV_01,manufacturing,3.841,sensor
2025-09-23 01:10:56,DEV_02,manufacturing,3.65,sensor
2025-09-23 01:10:56,DEV_03,rnd,1.887,sensor
2025-09-23 01:10:56,DEV_04,admin,1.406,sensor
2025-09-23 01:40:56,DEV_01,manufacturing,3.501,sensor
2025-09-23 01:40:56,DEV_02,manufacturing,3.645,sensor
2025-09-23 01:40:56,DEV_03,rnd,1.899,sensor
2025-09-23 01:40:56,DEV_04,admin,1.421,sensor
2025-09-23 02:10:56,DEV_01,manufacturing,3.258,sensor
2025-09-23 02:10:56,DEV_02,manufacturing,3.331,sensor
2025-09-23 02:10:56,DEV_03,rnd,2.054,sensor
2025-09-23 02:10:56,DEV_04,admin,1.266,sensor
2025-09-23 02:40:56,DEV_01,manufacturing,3.726,sensor
2025-09-23 02:40:56,DEV_02,manufacturing,3.939,sensor
2025-09-23 02:40:56,DEV_03,rnd,1.796,sensor
2025-09-23 02:40:56,DEV_04,admin,1.376,sensor
2025-09-23 03:10:56,DEV_01,manufacturing,3.843,sensor
2025-09-23 03:10:56,DEV_02,manufacturing,3.854,sensor
2025-09-23 03:10:56,DEV_03,rnd,1.871,sensor
2025-09-23 03:10:56,DEV_04,admin,1.243,sensor
2025-09-23 03:40:56,DEV_01,manufacturing,3.778,sensor
2025-09-23 03:40:56,DEV_02,manufacturing,3.406,sensor
2025-09-23 03:40:56,DEV_03,rnd,1.816,sensor
2025-09-23 03:40:56,DEV_04,admin,1.378,sensor
2025-09-23 04:10:56,DEV_01,manufacturing,3.287,sensor
2025-09-23 04:10:56,DEV_02,manufacturing,3.253,sensor
2025-09-23 04:10:56,DEV_03,rnd,1.85,sensor
2025-09-23 04:10:56,DEV_04,admin,1.236,sensor
2025-09-23 04:40:56,DEV_01,manufacturing,3.468,sensor
2025-09-23 04:40:56,DEV_02,manufacturing,3.542,sensor
2025-09-23 04:40:56,DEV_03,rnd,2.068,sensor
2025-09-23 04:40:56,DEV_04,admin,1.358,sensor
2025-09-23 05:10:56,DEV_01,manufacturing,3.431,sensor
2025-09-23 05:10:56,DEV_02,manufacturing,3.372,sensor
2025-09-23 05:10:56,DEV_03,rnd,1.777,sensor
2025-09-23 05:10:56,DEV_04,admin,1.227,sensor
2025-09-23 05:40:56,DEV_01,manufacturing,3.735,sensor
2025-09-23 05:40:56,DEV_02,manufacturing,3.489,sensor
2025-09-23 05:40:56,DEV_03,rnd,2.051,sensor
2025-09-23 05:40:56,DEV_04,admin,1.413,sensor
2025-09-23 06:10:56,DEV_01,manufacturing,3.516,sensor
2025-09-23 06:10:56,DEV_02,manufacturing,3.915,sensor
2025-09-23 06:10:56,DEV_03,rnd,1.833,sensor
2025-09-23 06:10:56,DEV_04,admin,1.416,sensor
2025-09-23 06:40:56,DEV_01,manufacturing,3.575,sensor
2025-09-23 06:40:56,DEV_02,manufacturing,3.274,sensor
2025-09-23 06:40:56,DEV_03,rnd,2.061,sensor
2025-09-23 06:40:56,DEV_04,admin,1.338,sensor
2025-09-23 07:10:56,DEV_01,manufacturing,3.35,sensor
2025-09-23 07:10:56,DEV_02,manufacturing,3.455,sensor
2025-09-23 07:10:56,DEV_03,rnd,2.053,sensor
2025-09-23 07:10:56,DEV_04,admin,1.356,sensor
2025-09-23 07:40:56,DEV_01,manufacturing,3.29,sensor
2025-09-23 07:40:56,DEV_02,manufacturing,3.33,sensor
2025-09-23 07:40:56,DEV_03,rnd,1.838,sensor
2025-09-23 07:40:56,DEV_04,admin,1.343,sensor
2025-09-23 08:10:56,DEV_01,manufacturing,6.046,sensor
2025-09-23 08:10:56,DEV_02,manufacturing,6.402,sensor
2025-09-23 08:10:56,DEV_03,rnd,3.172,sensor
2025-09-23 08:10:56,DEV_04,admin,2.412,sensor
2025-09-23 08:40:56,DEV_01,manufacturing,5.751,sensor
2025-09-23 08:40:56,DEV_02,manufacturing,6.557,sensor
2025-09-23 08:40:56,DEV_03,rnd,3.196,sensor
2025-09-23 08:40:56,DEV_04,admin,2.113,sensor
2025-09-23 09:10:56,DEV_01,manufacturing,6.156,sensor
2025-09-23 09:10:56,DEV_02,manufacturing,6.077,sensor
2025-09-23 09:10:56,DEV_03,rnd,2.941,sensor
2025-09-23 09:10:56,DEV_04,admin,2.185,sensor
2025-09-23 09:40:56,DEV_01,manufacturing,5.841,sensor
2025-09-23 09:40:56,DEV_02,manufacturing,5.698,sensor
2025-09-23 09:40:56,DEV_03,rnd,2.947,sensor
2025-09-23 09:40:56,DEV_04,admin,2.453,sensor
2025-09-23 10:10:56,DEV_01,manufacturing,5.495,sensor
2025-09-23 10:10:56,DEV_02,manufacturing,6.129,sensor
2025-09-23 10:10:56,DEV_03,rnd,3.335,sensor
2025-09-23 10:10:56,DEV_04,admin,2.173,sensor
2025-09-23 10:40:56,DEV_01,manufacturing,6.419,sensor
2025-09-23 10:40:56,DEV_02,manufacturing,5.675,sensor
2025-09-23 10:40:56,DEV_03,rnd,9.448,sensor
2025-09-23 10:40:56,DEV_04,admin,2.381,sensor
2025-09-23 11:10:56,DEV_01,manufacturing,5.763,sensor
2025-09-23 11:10:56,DEV_02,manufacturing,6.066,sensor
2025-09-23 11:10:56,DEV_03,rnd,2.952,sensor
2025-09-23 11:10:56,DEV_04,admin,2.449,sensor
2025-09-23 11:40:56,DEV_01,manufacturing,5.698,sensor
2025-09-23 11:40:56,DEV_02,manufacturing,5.453,sensor
2025-09-23 11:40:56,DEV_03,rnd,3.222,sensor
2025-09-23 11:40:56,DEV_04,admin,2.039,sensor
2025-09-23 12:10:56,DEV_01,manufacturing,6.473,sensor
2025-09-23 12:10:56,DEV_02,manufacturing,6.22,sensor
2025-09-23 12:10:56,DEV_03,rnd,3.029,sensor
2025-09-23 12:10:56,DEV_04,admin,2.289,sensor
2025-09-23 12:40:56,DEV_01,manufacturing,5.897,sensor
2025-09-23 12:40:56,DEV_02,manufacturing,5.532,sensor
2025-09-23 12:40:56,DEV_03,rnd,2.929,sensor
2025-09-23 12:40:56,DEV_04,admin,2.449,sensor
2025-09-23 13:10:56,DEV_01,manufacturing,6.442,sensor
2025-09-23 13:10:56,DEV_02,manufacturing,6.33,sensor
2025-09-23 13:10:56,DEV_03,rnd,3.451,sensor
2025-09-23 13:10:56,DEV_04,admin,2.393,sensor
2025-09-23 13:40:56,DEV_01,manufacturing,5.783,sensor
2025-09-23 13:40:56,DEV_02,manufacturing,6.171,sensor
2025-09-23 13:40:56,DEV_03,rnd,3.214,sensor
2025-09-23 13:40:56,DEV_04,admin,2.141,sensor
2025-09-23 14:10:56,DEV_01,manufacturing,6.1,sensor
2025-09-23 14:10:56,DEV_02,manufacturing,6.279,sensor
2025-09-23 14:10:56,DEV_03,rnd,2.993,sensor
2025-09-23 14:10:56,DEV_04,admin,2.178,sensor
2025-09-23 14:40:56,DEV_01,manufacturing,6.166,sensor
2025-09-23 14:40:56,DEV_02,manufacturing,5.804,sensor
2025-09-23 14:40:56,DEV_03,rnd,3.14,sensor
2025-09-23 14:40:56,DEV_04,admin,6.318,sensor
2025-09-23 15:10:56,DEV_01,manufacturing,5.483,sensor
2025-09-23 15:10:56,DEV_02,manufacturing,5.923,sensor
2025-09-23 15:10:56,DEV_03,rnd,3.301,sensor
2025-09-23 15:10:56,DEV_04,admin,2.191,sensor
2025-09-23 15:40:56,DEV_01,manufacturing,6.593,sensor
2025-09-23 15:40:56,DEV_02,manufacturing,5.923,sensor
2025-09-23 15:40:56,DEV_03,rnd,3.445,sensor
2025-09-23 15:40:56,DEV_04,admin,2.327,sensor
2025-09-23 16:10:56,DEV_01,manufacturing,6.216,sensor
2025-09-23 16:10:56,DEV_02,manufacturing,5.715,sensor
2025-09-23 16:10:56,DEV_03,rnd,3.311,sensor
2025-09-23 16:10:56,DEV_04,admin,2.067,sensor
2025-09-23 16:40:56,DEV_01,manufacturing,6.494,sensor
2025-09-23 16:40:56,DEV_02,manufacturing,5.839,sensor
2025-09-23 16:40:56,DEV_03,rnd,3.013,sensor
2025-09-23 16:40:56,DEV_04,admin,2.128,sensor
2025-09-23 17:10:56,DEV_01,manufacturing,5.578,sensor
2025-09-23 17:10:56,DEV_02,manufacturing,6.438,sensor
2025-09-23 17:10:56,DEV_03,rnd,3.545,sensor
2025-09-23 17:10:56,DEV_04,admin,2.334,sensor
2025-09-23 17:40:56,DEV_01,manufacturing,6.171,sensor
2025-09-23 17:40:56,DEV_02,manufacturing,6.199,sensor
2025-09-23 17:40:56,DEV_03,rnd,3.234,sensor
2025-09-23 17:40:56,DEV_04,admin,2.373,sensor
2025-09-23 18:10:56,DEV_01,manufacturing,6.146,sensor
2025-09-23 18:10:56,DEV_02,manufacturing,5.49,sensor
2025-09-23 18:10:56,DEV_03,rnd,3.102,sensor
2025-09-23 18:10:56,DEV_04,admin,2.048,sensor
2025-09-23 18:40:56,DEV_01,manufacturing,6.089,sensor
2025-09-23 18:40:56,DEV_02,manufacturing,6.382,sensor
2025-09-23 18:40:56,DEV_03,rnd,3.116,sensor
2025-09-23 18:40:56,DEV_04,admin,2.176,sensor
